2025-04-19 16:52:24,Endlong,10,50,Matched travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,conhas ddp,8,50,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,Tongue Seongsu space,8,50,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,Mangrove Sinseol 20F,8,50,Matched travel time.  Matched work type preferences.  Matched outlets preferences.  Did not match vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,Solbangul Bakery,6,50,Did not match travel time.  Matched work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,MouseRabbit,6,50,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:52:24,Mangrove Sinseol B2,6,50,Matched travel time.  Did not match work type preferences.  Matched outlets preferences.  Did not match vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:54:40,Mangrove Sinseol 20F,10,60,Matched travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,Endlong,10,60,Matched travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,Mangrove Sinseol B2,7,60,Matched travel time.  Did not match work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,From Hearts Coffee,7,60,Matched travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Did not match seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,conhas ddp,6,60,Did not match travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,Tongue Seongsu space,6,60,Did not match travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:54:40,Solbangul Bakery,6,60,Did not match travel time.  Matched work type preferences.  No outlet preference.  No vibe preference.  Matched seating preferences.  No price preference.  No opening time preference. 
2025-04-19 16:56:20,From Hearts Coffee,9,23,Matched travel time.  Matched work type preferences.  Matched outlets preferences.  Did not match vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Lang Study Cafe,8,23,Did not match travel time.  Did not match work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Matched price preferences.  No opening time preference. 
2025-04-19 16:56:20,BurntSeoul,8,23,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Mangrove Sinseol B2,7,23,Matched travel time.  Did not match work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Mangrove Sinseol 20F,6,23,Matched travel time.  Matched work type preferences.  Did not match outlet preferences.  Did not match vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Endlong,6,23,Matched travel time.  Matched work type preferences.  Did not match outlet preferences.  Did not match vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Tongue Seongsu space,5,23,Did not match travel time.  Matched work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Solbangul Bakery,5,23,Did not match travel time.  Matched work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Did not match seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:56:20,Mangrove Dongdaemun B1,4,23,Did not match travel time.  Did not match work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Did not match price preferences.  No opening time preference. 
2025-04-19 16:58:13,Starfield Library,9,63,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Matched vibe preferences.  Did not match seating preferences.  Matched price preferences.  No opening time preference. 
2025-04-19 16:58:13,Solbangul Bakery,9,63,Did not match travel time.  Matched work type preferences.  Matched outlets preferences.  Did not match vibe preferences.  Matched seating preferences.  Matched price preferences.  No opening time preference. 
2025-04-19 16:58:13,Mangrove Sinseol 20F,7,63,Matched travel time.  Matched work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Matched price preferences.  No opening time preference. 
2025-04-19 16:58:13,Endlong,7,63,Matched travel time.  Matched work type preferences.  Did not match outlet preferences.  Matched vibe preferences.  Matched seating preferences.  Matched price preferences.  No opening time preference. 
